ALGO,AENO,LSST,SRNA,ELLT,AMRP,OTCS,HETT,HUXZ,DUCT,SMAH,NPCK,MSDP,EORC,CUBO,HRET,ANSO,DIHO,RTTH,SPLZ,NWIG,MMBT,MDGI,AGVF,RRES,CTGI,ALUT,ACAC,SRTX,GARI,RCRI,ACIX,CCNS,MTNS,IHOZ,NAYO,FWWG,EELT,HRND,AETS,ULXY,BLBT,BENI,ITPA,HTRK,NGTE,ILVX,FCSG,FARS,MHRM,EAFC
82.69,56.03,78.41,50.31,59.13,14.81,15.97,64.15,50.34,12.69,65.58,6.36,24.06,22.81,169.56,52.95,45.35,5.89,17.29,39.92,57.16,258.72,227.0,105.87,46.87,69.8,11.51,44.34,194.45,6.6,29.56,19.74,12.48,19.74,91.42,18.42,19.03,70.04,16.41,26.34,42.51,24.52,28.36,24.94,10.66,36.07,52.59,22.2,29.95,11.73,21.35
83.11,55.95,78.08,50.16,60.0,15.08,16.09,63.34,49.9,12.81,66.26,6.31,24.52,22.95,166.41,52.12,45.77,6.02,17.82,41.88,55.81,270.55,227.98,107.9,46.72,70.12,11.71,44.35,187.85,6.76,29.37,19.12,12.03,19.52,92.54,18.45,19.12,71.6,16.5,26.81,42.24,24.14,28.66,24.74,10.74,35.9,52.37,23.02,30.08,11.68,21.69
83.26,56.54,81.84,48.88,59.31,15.19,16.34,63.32,49.45,12.44,66.84,6.31,24.7,22.71,165.8,51.86,45.08,6.06,18.13,41.01,56.62,270.3,222.64,108.22,45.73,67.95,11.96,43.53,190.68,6.6,29.09,19.19,12.38,19.95,94.26,18.79,19.0,75.05,16.55,26.84,43.63,24.23,28.83,24.64,10.6,37.23,52.24,23.38,30.01,11.53,21.98
83.28,55.38,84.58,48.82,58.34,15.69,16.4,63.59,49.83,12.9,65.59,6.59,25.1,23.36,162.64,53.71,45.8,6.15,17.27,40.28,56.59,269.97,212.54,109.68,47.03,69.17,11.84,43.76,188.23,6.4,29.1,19.05,12.05,19.71,94.73,18.7,19.18,76.66,16.54,27.02,43.05,24.49,28.91,24.01,10.84,38.1,51.81,23.42,29.65,11.33,21.67
84.51,55.97,90.52,49.8,58.52,15.38,16.94,64.71,52.57,13.11,66.07,6.73,25.58,23.55,162.72,54.1,46.21,6.23,17.96,42.58,57.86,277.82,214.76,105.77,48.11,71.91,12.11,43.87,187.47,6.49,28.57,19.27,11.82,20.08,96.37,18.98,19.38,76.67,16.84,28.25,44.26,24.52,29.14,24.29,10.85,38.42,51.87,23.86,29.9,11.32,22.76
85.23,56.43,91.11,50.65,60.02,16.2,17.08,63.92,52.6,13.27,66.03,6.78,26.1,23.53,163.56,54.2,45.38,6.04,17.78,42.68,57.26,295.55,212.65,109.93,49.18,72.13,12.18,44.28,182.63,6.48,29.34,19.62,11.99,19.83,95.23,19.66,19.84,76.22,16.92,28.09,43.08,24.82,28.82,24.99,10.94,37.39,51.65,23.92,29.38,11.43,22.72
86.75,56.2,91.37,51.11,58.26,17.06,16.53,62.8,54.05,13.12,64.15,6.94,26.85,23.8,164.39,53.98,47.68,6.05,18.21,44.11,57.82,327.23,210.61,111.21,49.75,72.22,12.82,45.98,187.57,6.37,29.86,19.76,12.28,20.45,96.88,20.01,19.76,78.66,17.04,27.24,44.67,25.19,28.72,25.35,11.13,38.25,51.98,23.99,30.04,11.53,23.27
85.84,55.58,88.86,49.91,57.85,16.6,15.77,61.33,52.77,12.9,64.62,6.85,25.98,23.44,162.0,50.67,47.17,5.95,18.11,43.25,59.04,335.21,211.09,108.39,48.12,72.1,12.82,44.65,186.58,6.2,30.77,19.45,12.2,20.26,97.11,19.11,19.39,74.66,17.33,26.55,42.95,24.67,27.94,25.4,11.0,40.35,51.02,24.18,29.69,11.88,23.13
86.24,54.33,90.19,49.48,57.97,16.32,16.09,62.39,52.58,12.95,65.33,6.97,26.13,23.02,161.76,51.25,46.3,5.94,18.28,43.89,59.62,334.87,218.67,109.07,47.72,71.27,13.02,43.74,192.96,6.41,29.2,19.94,12.45,20.21,98.99,19.41,19.54,75.58,16.87,26.51,42.7,24.76,28.11,25.64,10.76,41.79,50.75,25.03,30.13,12.2,22.89
85.42,53.33,86.94,48.52,57.73,15.91,16.4,61.11,50.94,12.57,65.55,6.87,26.32,22.29,159.95,50.07,43.96,5.79,18.56,42.75,58.25,341.57,213.84,105.27,47.81,73.33,12.9,42.75,187.9,6.62,30.23,19.47,12.11,20.04,97.38,19.18,19.25,74.37,16.81,26.25,42.33,24.5,27.93,25.17,10.79,40.5,49.52,24.81,29.81,12.34,22.95
84.91,52.6,84.48,48.39,58.48,15.42,16.57,60.92,50.83,13.02,64.9,6.69,26.77,22.93,159.59,50.5,44.68,5.81,18.54,44.28,58.54,327.51,219.46,103.09,47.72,75.33,12.8,42.5,184.87,6.59,28.15,19.42,12.22,20.11,95.94,18.93,19.51,74.58,17.06,26.85,40.98,24.54,27.7,25.37,10.45,39.14,48.83,23.73,29.72,12.6,23.49
86.03,53.06,86.12,49.38,57.83,15.49,16.79,60.65,50.47,13.12,67.24,6.63,26.57,23.29,163.09,51.84,45.69,5.87,18.7,44.44,60.31,339.26,217.2,103.91,49.02,77.53,12.75,42.43,185.27,6.38,28.11,19.43,12.46,20.41,96.17,18.62,19.54,76.25,16.88,27.91,44.45,24.97,28.63,25.32,10.72,37.89,48.67,24.54,29.2,12.67,23.43
85.58,53.75,83.87,49.22,55.95,15.77,16.98,59.19,50.77,13.04,65.98,6.52,26.3,22.97,162.91,51.2,46.03,6.03,17.87,44.64,60.58,331.78,222.28,100.73,48.67,75.12,12.63,42.37,185.46,6.4,27.4,18.85,12.78,20.59,98.01,18.67,19.37,75.49,16.96,27.83,44.92,24.73,28.59,24.92,10.99,37.85,49.79,24.68,28.87,12.5,23.51
85.61,53.55,82.29,49.16,55.54,15.5,17.27,58.95,48.8,12.41,63.96,6.32,26.45,22.54,162.92,49.86,46.06,6.21,18.41,45.25,59.97,351.81,222.55,98.54,48.47,76.03,12.65,42.33,185.5,6.32,25.47,18.87,12.88,19.98,99.34,19.24,19.88,76.0,16.96,28.46,44.6,24.75,28.48,24.93,10.95,36.24,48.9,24.27,29.41,12.43,22.88
84.93,52.72,80.46,49.26,54.74,14.87,16.0,58.33,47.63,12.38,63.89,6.28,26.21,22.47,161.81,48.29,45.02,6.14,19.49,45.76,58.58,357.4,224.49,97.22,48.8,77.56,12.34,42.09,186.79,6.07,25.89,18.41,12.71,19.95,97.87,18.44,19.62,78.6,16.5,28.63,43.11,24.65,28.01,24.46,10.93,35.94,48.47,23.64,28.53,12.44,23.26
86.43,54.27,84.25,49.51,55.9,15.57,16.58,59.43,49.04,12.89,65.86,6.5,26.91,22.6,167.98,49.4,46.67,6.34,18.51,44.57,59.48,343.27,226.46,98.88,49.82,78.72,12.73,43.91,191.17,5.94,26.5,19.47,13.09,20.47,101.06,19.02,20.08,79.89,16.46,28.71,45.23,25.26,28.97,24.73,11.35,38.58,49.31,23.6,29.34,12.84,23.34
87.79,53.88,85.69,49.67,57.66,15.74,17.24,59.3,49.21,12.82,64.95,6.43,27.35,23.32,168.8,50.38,46.25,6.24,17.78,46.14,58.95,360.76,222.57,100.49,50.92,79.06,12.83,43.79,186.79,6.09,29.22,19.8,13.14,20.49,102.82,19.16,20.35,82.72,16.68,30.25,46.38,25.31,29.69,25.4,11.42,39.96,50.09,23.78,30.02,13.0,23.44
89.17,54.37,87.16,50.81,58.55,15.49,17.54,59.13,49.79,12.61,66.07,6.43,28.51,22.92,166.7,50.42,46.09,6.29,17.81,47.07,60.11,382.9,219.42,103.19,53.97,82.67,12.51,45.05,187.23,6.23,29.48,19.76,13.18,20.84,103.03,18.91,20.62,89.03,17.13,30.51,47.33,25.64,29.61,25.66,11.69,38.73,49.72,24.35,29.9,13.0,23.71
88.4,53.44,85.96,50.09,58.79,15.03,17.39,59.06,50.46,12.43,67.09,6.28,28.87,23.42,167.77,50.38,45.7,6.41,17.94,46.76,62.71,366.46,218.04,102.74,53.95,83.67,12.08,45.1,185.27,6.11,29.17,19.57,13.37,20.71,103.76,18.65,20.47,84.73,17.57,31.16,47.01,25.72,29.31,24.96,11.44,38.17,49.29,24.31,29.5,13.16,23.28
89.96,54.21,90.02,50.84,59.88,15.32,17.61,59.25,51.36,12.57,68.15,6.3,29.12,24.29,171.67,51.58,46.0,6.49,18.08,45.8,62.45,400.27,219.43,100.14,53.19,84.07,12.28,43.44,183.52,6.16,29.23,20.09,13.24,20.93,108.17,18.62,20.42,86.12,17.05,31.26,46.71,26.28,29.61,25.22,11.57,39.39,49.93,24.49,29.54,13.18,23.34
89.96,55.02,90.53,50.14,58.75,15.55,17.79,59.74,51.84,12.82,68.64,6.3,29.19,24.69,169.22,51.56,46.24,6.58,18.9,46.68,64.43,385.81,221.27,97.59,52.86,84.61,12.43,43.48,186.31,5.94,28.78,20.31,13.61,21.39,109.86,17.75,20.74,84.75,17.37,30.94,46.5,26.32,29.4,25.4,11.44,40.29,50.69,24.83,29.5,13.33,24.16
91.6,56.94,91.83,51.47,60.0,16.48,17.99,60.38,52.88,12.88,67.3,6.46,30.29,24.59,171.93,52.41,47.65,6.68,19.11,47.75,67.31,408.41,219.28,97.77,52.75,89.15,12.38,45.39,189.86,5.89,29.22,20.38,13.24,21.82,113.62,17.74,20.65,88.43,16.56,31.34,47.85,26.72,29.76,25.41,11.45,40.52,51.4,25.83,29.61,13.57,24.45
91.88,56.86,87.94,51.13,61.66,16.18,17.63,60.99,53.23,12.9,67.58,6.39,31.32,25.17,173.54,52.29,48.36,6.81,19.3,49.92,66.63,396.23,224.85,100.08,51.74,89.74,12.55,45.63,196.52,5.93,30.36,20.79,13.14,21.73,112.77,17.59,20.57,87.85,16.74,28.73,50.75,27.62,29.79,25.44,11.7,41.72,51.44,26.45,29.73,13.53,25.69
92.18,57.47,87.87,52.3,62.87,16.58,17.77,62.18,52.89,12.94,69.6,6.28,31.08,25.47,169.98,49.79,49.41,6.82,19.38,50.34,67.36,381.2,227.98,100.74,52.08,95.58,12.55,46.08,195.61,6.32,32.28,20.61,12.9,22.14,112.12,18.31,20.59,88.34,16.73,29.69,51.7,27.66,29.98,25.16,11.9,41.4,51.74,26.53,30.59,13.56,25.89
93.35,57.53,87.7,52.63,64.76,16.38,17.72,64.08,52.94,13.01,73.03,6.37,31.82,25.65,170.41,53.25,48.36,7.17,19.92,52.6,66.16,384.6,245.09,102.24,51.85,90.27,13.17,45.27,198.56,6.39,33.07,20.76,13.44,22.27,112.89,17.96,21.41,89.62,16.59,29.86,49.67,28.1,29.99,25.97,12.37,41.13,52.73,26.33,30.54,13.92,26.25
94.45,57.83,94.01,54.01,65.78,16.4,18.15,64.31,54.92,13.3,75.17,6.57,31.98,25.88,177.03,53.03,49.64,7.27,20.66,51.89,67.87,368.74,244.42,103.33,52.25,92.96,13.14,46.9,202.67,6.44,31.58,20.57,13.76,22.46,116.55,18.39,21.72,95.88,17.09,30.77,51.57,27.94,30.62,26.27,12.68,43.18,53.87,26.04,29.57,14.07,26.49
94.68,58.3,97.65,53.04,65.19,16.1,17.93,64.14,54.0,13.49,72.0,6.6,32.35,25.25,175.45,52.45,49.8,7.25,18.94,49.92,67.27,392.41,243.19,101.77,51.71,92.16,13.47,46.3,209.76,6.27,32.2,20.54,13.63,22.26,116.01,17.83,21.69,97.9,17.59,31.11,51.58,27.97,30.62,26.13,12.45,43.57,53.88,26.2,29.22,14.01,26.97
96.24,59.56,102.65,54.09,65.27,16.6,18.65,65.87,55.77,13.51,73.49,6.7,32.06,25.88,179.62,52.96,50.88,7.26,18.8,48.94,67.53,390.12,247.73,104.71,52.66,96.17,13.43,47.7,211.12,6.13,32.09,20.58,14.58,22.52,119.25,18.32,22.03,100.02,17.85,30.85,53.96,28.65,30.96,27.05,12.64,44.8,55.06,25.99,30.0,14.24,28.0
95.84,58.62,98.65,54.86,63.25,17.19,18.77,66.64,56.51,13.61,75.56,6.58,31.7,25.28,181.46,52.22,50.99,7.23,18.07,49.16,67.4,396.37,250.06,106.48,51.74,95.74,13.87,46.97,207.92,6.25,30.51,20.34,14.2,22.37,119.93,18.69,21.9,96.02,17.81,30.85,50.5,28.32,30.92,26.43,12.87,44.05,54.73,25.3,29.5,14.11,27.88
93.23,59.79,97.83,54.81,62.84,16.57,18.85,64.75,55.36,13.3,73.04,6.42,31.47,24.5,179.03,50.26,50.49,7.08,18.29,48.89,68.24,357.23,244.02,106.15,49.4,92.32,13.59,46.29,202.35,6.0,28.13,19.98,14.64,22.02,118.2,17.83,22.19,89.51,17.99,29.13,49.59,28.54,30.27,25.99,12.76,43.66,54.11,24.68,29.86,13.65,27.74
92.43,60.23,97.51,55.18,63.02,15.84,18.08,64.9,52.67,13.22,71.55,6.31,30.99,24.26,176.13,51.06,50.18,7.34,19.09,47.4,65.07,365.2,242.13,101.87,49.68,89.79,13.33,46.24,201.79,5.93,27.6,19.72,14.8,22.4,115.72,17.5,21.82,84.98,17.84,27.97,50.21,28.69,29.76,25.24,12.78,43.46,53.18,24.86,29.58,13.14,27.76
92.23,60.77,93.95,54.97,63.06,15.84,17.64,65.17,51.64,13.46,72.22,6.07,30.51,23.94,179.39,51.12,51.63,7.43,19.28,48.07,65.15,361.1,239.41,100.87,51.36,91.55,13.16,46.05,197.96,5.95,29.39,19.8,14.53,22.15,113.54,17.72,21.9,85.5,17.13,26.52,49.95,28.59,29.67,24.97,12.76,45.42,51.89,24.88,29.24,13.21,28.27
93.61,61.49,96.9,55.4,63.08,16.25,18.28,64.94,52.45,13.28,72.94,6.08,31.38,24.92,181.08,52.43,50.37,7.5,20.0,47.34,67.09,384.39,240.24,98.87,52.81,94.08,13.52,47.38,206.04,5.73,29.62,19.97,14.79,21.89,115.41,18.25,22.19,85.75,17.19,26.34,50.1,28.69,30.02,24.93,13.2,45.85,51.36,24.44,29.63,12.98,28.18
94.34,62.32,102.56,57.25,64.46,16.95,18.67,65.42,52.12,13.32,72.94,6.28,32.37,24.82,185.53,53.84,51.83,7.95,20.06,46.73,68.46,370.1,243.89,99.97,53.56,94.85,13.16,47.52,209.36,5.72,29.64,20.19,15.16,22.46,122.16,18.1,22.44,83.52,16.57,28.2,49.61,29.04,30.31,25.05,13.52,45.69,52.18,24.73,29.63,12.84,28.07
94.55,62.18,97.79,56.92,64.01,17.01,18.95,65.57,52.47,13.42,74.04,6.26,32.61,24.81,183.59,53.06,51.98,7.55,19.79,45.55,67.98,396.89,239.56,97.28,53.83,92.01,13.04,47.46,207.08,5.65,29.49,20.21,15.27,21.95,120.76,18.52,22.16,87.58,16.68,27.73,49.7,28.76,30.02,25.18,13.1,44.2,52.64,24.13,29.06,12.84,27.96
94.82,63.51,98.11,57.67,61.7,17.57,18.88,66.02,52.57,13.0,75.82,6.52,31.95,24.31,188.72,56.26,52.28,7.1,21.31,45.47,67.93,398.67,232.45,93.54,54.03,91.56,13.17,48.59,214.35,5.21,29.0,20.14,15.31,22.17,121.51,18.97,22.24,83.74,16.06,26.97,52.86,28.95,30.13,24.95,13.37,44.95,54.31,23.65,28.9,12.53,28.04
94.83,64.36,95.08,58.37,61.61,17.6,18.6,66.79,50.65,12.75,76.52,6.52,31.14,25.44,188.25,56.52,52.86,7.13,21.78,43.46,68.1,405.89,239.66,90.57,55.06,89.96,12.77,48.19,210.14,5.39,29.31,20.16,14.58,22.36,123.41,19.32,22.49,84.32,15.86,25.6,51.04,28.87,30.37,25.1,13.31,44.79,54.09,24.36,28.27,12.12,27.26
93.85,64.31,90.11,58.68,63.17,17.03,18.05,66.55,51.29,12.57,75.66,6.5,31.32,24.9,190.96,55.9,52.51,7.24,21.7,43.68,69.43,392.51,242.24,88.23,54.62,89.61,12.93,49.11,214.34,5.43,27.11,20.18,15.17,21.77,119.29,18.88,22.27,79.5,15.75,23.65,50.35,29.09,30.39,24.75,12.95,44.95,53.97,24.65,28.15,12.31,27.34
93.01,63.67,92.0,56.58,60.52,16.04,17.89,65.48,51.23,12.34,75.57,6.61,31.23,24.95,191.37,54.86,52.41,7.2,21.33,43.03,69.61,379.63,245.7,89.32,54.18,88.08,12.48,48.98,218.14,5.3,27.89,20.04,14.99,21.15,120.14,19.12,22.15,78.65,15.99,23.51,48.92,29.13,30.26,24.46,12.94,44.96,54.04,24.95,27.32,12.25,27.34
93.39,64.19,94.46,58.15,60.52,15.28,18.42,67.1,52.92,12.17,72.85,6.48,31.27,25.86,196.34,56.76,52.63,7.4,21.84,42.38,70.3,369.97,248.12,91.33,55.71,88.27,12.44,50.0,218.67,5.41,26.64,20.14,14.94,21.22,121.97,19.55,22.61,76.47,15.66,23.39,51.34,29.05,30.96,24.78,12.98,44.95,54.9,24.35,27.96,12.17,26.63
93.81,63.26,97.43,57.93,60.97,15.33,18.73,69.55,53.34,12.16,74.38,6.36,31.36,26.16,195.87,56.93,52.68,7.49,22.15,44.3,70.49,353.63,245.36,91.35,53.77,89.24,12.58,51.12,220.4,5.42,27.05,20.44,15.26,21.87,123.76,20.03,23.16,77.61,16.31,24.37,52.33,28.96,31.03,24.94,12.99,45.87,56.31,24.55,28.93,12.04,26.34
94.37,63.67,94.87,58.21,60.85,15.11,19.62,69.62,54.8,12.52,76.63,6.35,31.95,26.1,195.19,59.25,51.71,7.26,21.35,42.93,71.76,341.5,251.45,90.61,54.6,91.1,12.62,51.0,222.13,5.47,25.9,20.85,15.52,21.72,124.41,20.38,23.43,80.11,16.35,24.68,56.36,28.99,31.41,25.48,13.4,47.16,56.0,24.66,28.46,11.96,25.72
93.62,63.5,92.88,59.6,59.85,14.9,20.25,68.64,53.47,12.36,77.12,6.36,32.78,26.12,191.0,58.2,50.93,7.42,21.6,43.24,70.45,336.46,247.05,89.66,54.38,91.73,12.79,50.95,215.1,5.42,25.35,20.59,15.19,21.53,121.91,20.46,22.96,77.84,16.17,24.53,58.1,28.37,31.52,25.32,13.11,46.45,55.66,23.57,27.39,12.29,25.06
94.24,64.08,91.92,60.46,60.11,15.39,19.97,69.66,54.66,12.3,78.48,6.38,32.81,25.64,195.61,58.36,50.49,7.55,21.48,45.2,71.43,325.62,254.56,93.19,54.7,90.88,12.95,51.55,214.3,5.47,24.79,21.21,14.93,21.84,125.36,20.2,23.28,77.64,16.76,25.83,60.18,28.63,31.51,25.51,13.27,47.49,55.55,23.59,27.63,12.68,25.67
91.48,64.75,88.4,59.39,58.64,14.87,19.09,68.94,53.6,11.58,75.06,6.24,32.03,25.03,187.58,54.83,49.58,7.51,21.61,43.78,68.84,316.2,254.78,91.5,51.64,88.05,12.32,48.74,214.41,5.44,22.92,20.44,14.5,20.93,123.71,19.16,23.13,73.86,16.74,26.51,55.95,28.34,30.87,24.97,12.95,45.09,53.95,23.11,27.28,12.32,25.1
93.43,65.76,89.07,60.02,59.08,15.48,19.89,71.05,54.32,11.63,74.66,6.41,32.97,25.82,196.0,55.29,49.57,7.57,22.15,43.29,70.21,335.39,257.17,91.93,53.17,90.04,12.42,49.74,223.46,5.5,22.56,20.65,15.02,21.56,125.17,19.44,23.1,78.87,17.21,26.89,55.22,29.02,31.33,25.33,13.21,46.52,54.59,23.55,27.34,12.37,25.07
94.0,67.7,89.1,60.4,59.17,15.97,19.46,71.88,56.06,11.67,75.66,6.55,32.79,26.49,198.74,54.04,50.11,7.5,22.59,43.35,72.51,334.54,259.02,90.31,53.43,87.0,12.42,51.3,232.6,5.55,22.67,20.55,14.79,22.08,127.7,19.02,23.06,79.09,17.6,26.66,56.55,29.09,31.41,25.45,13.49,47.36,55.05,23.86,27.01,12.58,24.91
93.63,67.91,88.75,60.39,59.69,15.96,19.47,72.37,54.85,12.03,75.11,6.29,32.0,26.1,197.45,54.98,46.67,7.38,21.61,43.88,72.03,333.76,264.16,89.52,50.33,89.82,12.25,50.34,238.78,5.58,21.96,20.32,14.92,22.41,131.37,18.4,22.96,77.96,18.18,26.5,58.18,29.41,31.15,25.24,13.38,46.83,55.37,23.1,26.65,12.76,25.03
93.76,67.39,88.76,61.56,61.8,16.09,19.92,74.27,54.31,11.78,76.79,6.43,32.1,26.3,202.24,56.75,45.53,7.31,19.85,44.43,71.12,313.35,262.12,89.12,50.63,89.3,12.27,50.15,245.41,5.58,22.73,20.46,15.15,22.52,134.45,18.36,22.78,81.51,18.6,25.95,61.23,29.22,31.28,25.3,13.22,46.07,56.48,23.15,27.03,12.72,24.72
93.9,67.2,87.69,59.89,61.61,16.38,19.97,74.11,53.87,11.59,74.82,6.25,31.82,26.99,201.96,59.32,45.45,7.23,19.92,45.21,70.82,316.22,264.8,89.81,50.81,91.82,11.84,50.41,242.18,5.51,23.55,20.31,15.09,23.14,134.22,17.92,22.68,80.62,19.35,26.95,60.34,29.45,31.24,25.04,13.31,46.43,56.93,23.13,27.18,12.49,24.51
94.53,66.88,89.41,60.03,62.7,16.7,20.22,74.04,53.65,11.52,72.79,6.33,32.14,26.88,203.02,59.5,46.61,7.08,19.96,44.38,70.37,331.32,263.72,89.28,50.1,94.37,11.76,48.99,238.06,5.67,24.6,20.18,15.05,23.13,132.16,17.99,22.37,83.24,19.87,25.08,60.68,30.04,31.02,25.81,13.5,48.15,56.64,23.5,27.76,12.52,24.36
96.36,67.59,89.83,60.11,62.95,17.23,20.47,75.74,53.25,11.93,74.96,6.48,32.48,28.25,208.7,57.83,47.35,7.09,20.36,43.96,71.93,353.62,262.94,86.96,51.96,98.24,12.13,50.79,238.75,5.69,24.6,20.23,15.2,23.75,138.43,18.5,22.46,87.94,19.48,24.3,63.66,30.17,31.4,25.89,13.7,47.15,56.87,24.36,27.54,12.44,24.68
96.95,68.82,91.44,60.6,64.55,17.77,20.46,75.54,53.92,11.7,75.84,6.62,33.83,29.0,210.37,58.51,50.82,7.14,19.74,44.08,74.16,343.49,268.4,87.62,50.15,97.32,12.69,51.14,243.28,5.81,24.43,20.32,15.88,24.19,140.28,18.84,23.03,84.56,20.1,24.28,61.59,30.33,31.2,26.1,13.75,46.43,57.47,25.17,27.56,12.92,25.1
97.95,70.67,93.76,62.36,65.31,18.17,20.92,77.57,54.56,11.91,76.83,6.74,34.18,30.18,218.49,60.9,51.3,7.13,19.7,42.94,77.71,329.79,272.82,88.48,51.24,100.56,12.42,50.84,250.72,5.95,25.62,21.16,16.74,24.4,139.35,18.93,23.26,82.76,20.35,24.43,59.12,31.09,31.87,26.27,14.16,48.04,57.97,24.44,27.25,13.41,25.37
99.36,70.42,94.42,63.33,66.15,18.37,21.26,78.41,54.76,11.88,75.77,6.92,36.37,30.94,220.63,60.85,50.85,7.5,20.02,43.78,77.19,338.72,273.53,87.66,55.04,101.26,12.89,50.66,256.02,6.15,25.6,21.51,17.34,24.75,136.02,19.97,23.44,85.35,19.6,24.61,60.35,31.33,32.31,26.26,14.44,48.31,58.96,24.72,28.03,13.78,25.53
100.02,70.33,94.99,62.59,66.44,19.11,20.71,77.4,55.1,11.8,79.13,6.78,36.3,30.1,218.48,61.6,50.05,7.25,20.72,43.93,76.75,365.93,264.09,86.94,54.7,105.63,12.58,49.83,254.28,6.0,25.12,21.11,17.42,25.38,134.8,19.81,23.59,88.05,19.15,24.24,62.16,31.21,32.09,26.13,14.6,49.15,58.85,25.62,28.08,13.76,25.2
101.22,71.84,91.72,63.67,67.72,19.85,21.69,78.82,54.74,11.99,80.13,6.91,36.1,30.11,217.99,62.52,52.09,7.39,20.04,44.35,79.49,382.49,263.97,86.51,55.17,104.03,12.59,49.22,254.96,5.95,24.9,20.9,17.57,25.16,135.04,19.73,23.58,93.27,19.71,25.22,62.6,31.12,32.18,25.73,14.5,50.26,60.11,26.14,26.73,13.98,25.85
104.03,75.07,91.97,65.06,68.11,21.28,22.67,80.63,55.66,12.38,83.14,7.32,37.55,31.71,220.27,62.23,51.69,7.62,21.05,46.5,79.63,417.43,270.17,88.81,56.31,104.6,13.25,50.39,253.12,6.1,25.34,21.02,17.65,25.6,137.3,20.0,23.91,95.82,20.06,25.53,60.12,31.94,32.75,26.2,14.89,51.24,61.53,26.44,27.38,14.81,27.43
104.44,75.64,91.42,65.98,68.8,21.73,22.22,80.54,54.38,12.36,81.31,7.48,37.51,32.56,224.58,62.72,51.56,7.63,22.05,46.43,80.31,410.33,264.08,91.63,57.08,111.61,13.13,50.71,256.96,6.2,26.97,21.47,17.08,26.36,138.88,21.27,23.83,97.59,19.93,25.51,60.4,32.35,32.6,26.32,14.79,50.28,61.6,26.88,27.57,14.62,27.85
103.59,74.14,92.11,65.0,68.05,22.29,22.51,78.4,54.9,12.21,77.72,7.31,36.94,32.58,221.28,59.48,51.16,7.66,21.93,47.19,81.06,411.62,267.3,88.11,56.61,113.26,12.63,50.81,253.76,6.21,26.71,21.17,16.93,25.96,135.63,21.96,23.55,94.23,20.01,25.69,59.83,32.13,32.22,26.85,14.49,49.67,60.2,26.39,28.01,14.46,27.99
104.17,75.03,92.12,66.34,68.8,21.18,22.33,79.84,54.85,12.4,77.28,7.17,36.78,33.58,221.81,61.29,51.21,7.75,22.55,47.93,81.04,418.25,259.79,89.3,56.42,116.27,12.94,49.9,255.33,6.2,27.93,21.64,16.71,25.46,132.27,21.45,24.2,93.53,19.87,25.52,59.43,32.4,32.58,27.2,14.86,50.31,61.07,26.49,29.43,14.61,28.72
103.9,74.74,92.52,65.93,68.36,21.35,22.1,78.74,52.97,12.02,78.27,6.95,36.92,32.71,221.44,62.8,52.28,7.57,22.4,48.64,81.77,405.81,267.53,87.6,57.1,115.1,13.07,50.45,253.03,6.13,27.71,21.73,16.45,25.57,129.55,21.75,24.01,92.35,20.66,26.27,58.97,32.59,32.96,27.48,14.81,50.52,61.22,25.61,29.63,14.81,29.02
103.45,74.97,89.5,66.12,69.82,21.81,22.69,79.26,53.41,12.44,78.85,6.95,37.28,32.11,219.05,62.75,53.82,7.54,22.21,49.25,82.67,381.16,266.94,87.43,59.18,112.59,12.97,51.19,250.86,6.11,26.27,21.45,16.66,26.34,124.98,22.23,24.29,91.53,20.31,25.62,60.2,32.33,33.34,27.44,14.64,50.22,60.03,26.21,30.2,14.9,28.72
104.04,76.82,90.11,65.37,69.82,21.93,22.67,81.38,52.19,12.42,78.76,6.92,37.53,32.43,219.7,64.52,53.56,7.46,22.05,49.83,86.49,375.95,270.36,89.36,59.56,107.14,13.0,51.24,255.67,6.21,26.98,22.37,16.72,26.77,124.47,22.02,24.59,92.81,20.9,26.62,62.13,32.65,33.58,27.59,14.56,51.22,60.23,26.65,30.06,14.84,28.38
104.8,78.67,90.74,65.97,69.69,22.32,22.38,81.22,52.6,12.77,78.67,6.86,37.8,32.57,220.39,63.35,54.75,7.49,22.61,50.5,85.98,399.18,268.87,91.57,60.07,106.8,12.7,50.99,256.43,6.37,26.83,22.75,16.13,26.8,126.38,22.01,24.63,93.26,21.05,26.0,59.82,32.39,34.31,27.77,14.69,50.83,59.89,27.12,29.98,15.15,28.08
103.87,77.06,89.68,63.93,70.26,21.72,22.04,81.38,52.29,12.49,77.14,6.87,38.48,31.26,217.85,62.57,53.78,7.49,22.46,49.81,86.73,387.36,270.54,92.97,58.72,107.32,12.8,49.37,254.28,6.39,26.39,22.98,16.55,25.96,126.23,21.49,24.62,93.95,21.12,26.65,60.28,32.61,33.75,27.79,14.34,50.09,58.57,27.41,30.58,15.16,27.95
102.42,77.68,88.12,63.09,69.99,21.13,22.3,79.88,52.28,12.45,77.72,6.8,36.76,30.97,214.36,59.96,53.23,7.51,21.03,48.46,85.09,374.34,259.94,91.27,58.04,105.23,12.86,48.56,251.39,6.25,25.87,22.81,16.54,26.14,122.6,21.44,24.01,92.43,21.26,27.06,61.23,32.29,34.0,27.07,14.33,50.26,57.47,27.33,30.33,14.85,26.91
